cle_unique;emplacement_source;datetime_ingestion;privacy_level;nom_entreprise;nro_avis;site_web;taille;date_fondation;secteur;revenu;type_entreprise
286126020820015561327326829652981962089;13575-INFO-SOC-GLASSDOOR-E1922609_P1.html;2021-03-28 15:57:21;0;Multimedia France Productions; 1;www.mfptv.fr;De 51 à 200 employés; Inconnu; Inconnu; Ne sait pas / non applicable par an; Inconnu
167941022442502298591145219341447668367;13787-INFO-SOC-GLASSDOOR-E35333_P1.html;2021-03-28 15:57:21;0;GFI Group; 86;www.gfigroup.com;De 1 001 à 5 000 employés; 1987; Services de courtage; Entre 500 millions et 1 milliard € (EUR) par an; Entreprise cotée en bourse (GFIG) 
305675520364094197292953950310298226546;13718-INFO-SOC-GLASSDOOR-E1881876_P1.html;2021-03-28 15:57:21;0;CITECH; 2;www.citech.pro;De 51 à 200 employés; 2013; Services informatiques; Entre 1 et 5 millions € (EUR) par an; Cabinet / Société du secteur privé
202929017312757046306436012727928898327;13646-INFO-SOC-GLASSDOOR-E3489_P1.html;2021-03-28 15:57:21;0;LVMH; 556;www.lvmh.fr;Plus de 10 000 employés; 1987; Autres magasins de détail; Entre 5 et 10 milliards € (EUR) par an; Entreprise cotée en bourse (MC) 
159126746784618803085196225205433461995;13621-INFO-SOC-GLASSDOOR-E1178969_P1.html;2021-03-28 15:57:21;0;Morgan Philips Group; 9;www.morganphilipsgroup.com;De 51 à 200 employés; Inconnu; Inconnu; Ne sait pas / non applicable par an; Entreprise non cotée en bourse
333203923015860078673149812659512691425;13650-INFO-SOC-GLASSDOOR-E809243_P1.html;2021-03-28 15:57:21;0;ITS; 44;www.innovativetargeting.com;De 1 à 50 employés; 2008; Biotechnologies et pharmaceutique; Moins d&#039,1 million € (EUR) par an; Entreprise non cotée en bourse
340052053809807992066734275144177017260;13629-INFO-SOC-GLASSDOOR-E474142_P1.html;2021-03-28 15:57:21;0;CRIM (Computer Research Institute of Montreal); 6;www.crim.ca;Inconnu; Inconnu; Recherche et développement; Ne sait pas / non applicable par an; Autre organisation
173349318172384334151551536547394419801;13638-INFO-SOC-GLASSDOOR-E1481570_P1.html;2021-03-28 15:57:21;0;ALTRAD Group; 17;www.altrad.com;De 1 001 à 5 000 employés; Inconnu; Inconnu; Ne sait pas / non applicable par an; Entreprise non cotée en bourse
308351070300135206042071964273843687332;13795-INFO-SOC-GLASSDOOR-E231247_P1.html;2021-03-28 15:57:21;0;ACCEO Solutions; 27;www.acceo.com;De 501 à 1 000 employés; 1988; Solutions logicielles et réseau d'entreprise; Entre 100 et 500 millions € (EUR) par an; Entreprise non cotée en bourse
160123287568496616749968827097987989609;13652-INFO-SOC-GLASSDOOR-E788645_P1.html;2021-03-28 15:57:22;0;ITS Group; 53;www.itsgroup.com;De 1 001 à 5 000 employés; 1997; Services informatiques; Entre 100 et 500 millions € (EUR) par an; Entreprise cotée en bourse
244326652709370071292015368459237182898;13626-INFO-SOC-GLASSDOOR-E3765_P1.html;2021-03-28 15:57:22;0;BMO Financial Group; 3,0k;www.bmo.com;Plus de 10 000 employés; 1817; Banques et organismes de crédit; Entre 5 et 10 milliards € (EUR) par an; Entreprise cotée en bourse (BMO) 
203496338614799929607593096572951995473;13554-INFO-SOC-GLASSDOOR-E855284_P1.html;2021-03-28 15:57:22;0;Atos Medical; 37;www.atosmedical.com;De 51 à 200 employés; 2000; Fabrication de produits de soins de santé; Entre 10 et 25 millions € (EUR) par an; Filiale ou unité d'exploitation
128983616974525592620633225111628903252;13587-INFO-SOC-GLASSDOOR-E1838_P1.html;2021-03-28 15:57:22;0;Robert Half; 7,0k;www.roberthalf.com;Plus de 10 000 employés; 1948; Recrutement et sous-traitance; Entre 2 et 5 milliards € (EUR) par an; Entreprise cotée en bourse (RHI) 
308863382902931113057350042391412758463;13648-INFO-SOC-GLASSDOOR-E1137726_P1.html;2021-03-28 15:57:22;0;Sparklane; 16;www.sparklane-group.com;De 1 à 50 employés; 2009; Solutions logicielles et réseau d'entreprise; Ne sait pas / non applicable; Inconnu
272340835540681043754244269696530180881;13628-INFO-SOC-GLASSDOOR-E235643_P1.html;2021-03-28 15:57:22;0;University of Montreal; 146;www.umontreal.ca;De 5 001 à 10 000 employés; Inconnu; Enseignement supérieur et universités; Ne sait pas / non applicable; Enseignement supérieur/universitaire
68369356223926662297409803241043066800;13558-INFO-SOC-GLASSDOOR-E6162_P1.html;2021-03-28 15:57:22;0;Dassault Systemes; 1,2k;www.3ds.com;Plus de 10 000 employés; 1981; Matériel et logiciels informatiques; Entre 2 et 5 milliards € (EUR) par an; Entreprise cotée en bourse (DASTY) 
57702116859310417560070073225076088416;13801-INFO-SOC-GLASSDOOR-E736804_P1.html;2021-03-28 15:57:23;0;La Redoute; 40;www.laredoute.gr;De 1 001 à 5 000 employés; Inconnu; Autres magasins de détail; Entre 500 millions et 1 milliard € (EUR) par an; Entreprise non cotée en bourse
236080447185812182992965080550333581474;13732-INFO-SOC-GLASSDOOR-E158808_P1.html;2021-03-28 15:57:23;0;Keyrus Group; 407;www.keyrus.com;De 1 001 à 5 000 employés; 1996; Services informatiques; Entre 100 et 500 millions € (EUR) par an; Entreprise cotée en bourse (KEY.PA) 
246994751224943762884509919157699807162;13619-INFO-SOC-GLASSDOOR-E800152_P1.html;2021-03-28 15:57:23;0;SoLocal Group; 99;www.solocalgroup.com;De 1 001 à 5 000 employés; Inconnu; Services de télécommunications; Entre 500 millions et 1 milliard € (EUR) par an; Entreprise non cotée en bourse
265888581630579465609034801392508263914;13767-INFO-SOC-GLASSDOOR-E1387356_P1.html;2021-03-28 15:57:23;0;Openfield Live; 3;www.openfieldlive.com;De 1 à 50 employés; Inconnu; Inconnu; Ne sait pas / non applicable par an; Cabinet / Société du secteur privé
